creator,creatorLabel,creatorDescription,imagecreator
http://www.wikidata.org/entity/Q3852287,Mathys Schoevaerdts,Flemish painter (1665-1702),
http://www.wikidata.org/entity/Q163501,Johannes Voorhout,painter from the Northern Netherlands (1647-1717),http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Voorhout%2C%20by%20Jacobus%20Houbraken.jpg
http://www.wikidata.org/.well-known/genid/c57dcc2b6b34cb4ebeedf6a8664dba4f,http://www.wikidata.org/.well-known/genid/c57dcc2b6b34cb4ebeedf6a8664dba4f,,
http://www.wikidata.org/.well-known/genid/3fd6388f7206c2db0bc4929597ce5054,http://www.wikidata.org/.well-known/genid/3fd6388f7206c2db0bc4929597ce5054,,
http://www.wikidata.org/entity/Q721301,Jacques de Claeuw,painter from the Northern Netherlands (1623-1694),
http://www.wikidata.org/entity/Q16854068,Tommaso Realfonso,Italian painter,
http://www.wikidata.org/.well-known/genid/3f873a64c5a37766f715363bcca43333,http://www.wikidata.org/.well-known/genid/3f873a64c5a37766f715363bcca43333,,
http://www.wikidata.org/entity/Q19032,Jacob Adriaensz Backer,Dutch Golden Age painter (1608-1651),http://commons.wikimedia.org/wiki/Special:FilePath/Jacob%20Adriaensz%20Backer%20Selfportrait%201638.jpg
http://www.wikidata.org/.well-known/genid/cbac0b032c2b75bccf36bbde6eb143c2,http://www.wikidata.org/.well-known/genid/cbac0b032c2b75bccf36bbde6eb143c2,,
http://www.wikidata.org/.well-known/genid/d821d5952a9726e87c83af40bba85115,http://www.wikidata.org/.well-known/genid/d821d5952a9726e87c83af40bba85115,,
http://www.wikidata.org/entity/Q1528009,Giulio Carpioni,Italian painter (1613-1678),http://commons.wikimedia.org/wiki/Special:FilePath/Giulio%20Carpioni%20-%20Self-portrait.jpg
http://www.wikidata.org/.well-known/genid/b8bcf6f3bc30f2f607e0f52f1e6cb75d,http://www.wikidata.org/.well-known/genid/b8bcf6f3bc30f2f607e0f52f1e6cb75d,,
http://www.wikidata.org/entity/Q2066867,Pedro de Campaña,Flemish Renaissance painter (1503-1580),http://commons.wikimedia.org/wiki/Special:FilePath/Pedro%20de%20Campa%C3%B1a%20-%20Autorretrato.jpg
http://www.wikidata.org/.well-known/genid/6cfcdfb2c8d805588e1823e9d9ef7075,http://www.wikidata.org/.well-known/genid/6cfcdfb2c8d805588e1823e9d9ef7075,,
http://www.wikidata.org/.well-known/genid/907ee996eca404c7e7b1d7898e6839af,http://www.wikidata.org/.well-known/genid/907ee996eca404c7e7b1d7898e6839af,,
http://www.wikidata.org/.well-known/genid/510385e99f1ee3fc1dc3ba47c6d58bd3,http://www.wikidata.org/.well-known/genid/510385e99f1ee3fc1dc3ba47c6d58bd3,,
http://www.wikidata.org/.well-known/genid/51dc07c9c92d21b6af9fde25ae2cacbb,http://www.wikidata.org/.well-known/genid/51dc07c9c92d21b6af9fde25ae2cacbb,,
http://www.wikidata.org/.well-known/genid/e27690b2291977cefb81fa7540df203d,http://www.wikidata.org/.well-known/genid/e27690b2291977cefb81fa7540df203d,,
http://www.wikidata.org/entity/Q1414382,Angelo Caroselli,Italian painter (1585-1652),http://commons.wikimedia.org/wiki/Special:FilePath/Angelo%20Caroselli%20-%20Singing%20man.jpg
http://www.wikidata.org/entity/Q3904106,Pietro Nelli,Italian painter (1375-1419),
http://www.wikidata.org/.well-known/genid/f8df17b2de0aad14c27a1978e9f70b0c,http://www.wikidata.org/.well-known/genid/f8df17b2de0aad14c27a1978e9f70b0c,,
http://www.wikidata.org/.well-known/genid/cac0a7f5f584062197fde3a5b565bf0c,http://www.wikidata.org/.well-known/genid/cac0a7f5f584062197fde3a5b565bf0c,,
http://www.wikidata.org/.well-known/genid/73954d0ef49d40e434f8fcf96805d499,http://www.wikidata.org/.well-known/genid/73954d0ef49d40e434f8fcf96805d499,,
http://www.wikidata.org/entity/Q352864,Pieter Lastman,Dutch painter,
http://www.wikidata.org/.well-known/genid/29f86d86bb7bd809d47cd0b295131fd1,http://www.wikidata.org/.well-known/genid/29f86d86bb7bd809d47cd0b295131fd1,,
http://www.wikidata.org/.well-known/genid/ba7a4e074a75e2d51037e7ea7227f039,http://www.wikidata.org/.well-known/genid/ba7a4e074a75e2d51037e7ea7227f039,,
http://www.wikidata.org/entity/Q1288897,Pieter Dubordieu,French Baroque painter (1609-1678),
http://www.wikidata.org/entity/Q16863623,Jacob Salomonsz van Ruysdael,(1629 - 1681) landscape painter from the Northern Netherlands,
http://www.wikidata.org/.well-known/genid/94997ae6c674badbe2c88cd3c1d7c613,http://www.wikidata.org/.well-known/genid/94997ae6c674badbe2c88cd3c1d7c613,,
http://www.wikidata.org/entity/Q204874,Master of Frankfurt,Flemish Renaissance painter (1460-1533),http://commons.wikimedia.org/wiki/Special:FilePath/Frankfurt%20master-artist%20and%20wife.jpg
http://www.wikidata.org/entity/Q18563109,Johannes Hari,Dutch painter,http://commons.wikimedia.org/wiki/Special:FilePath/Zelfportret%20van%20Johannes%20Hari%20I%2C%20RP-T-1974-64.jpg
http://www.wikidata.org/entity/Q2100080,Pieter Gerritsz van Roestraten,Dutch painter (1630-1700),http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Gerritsz%20van%20Roestraten%2C%20by%20Abraham%20Bloteling.jpg
http://www.wikidata.org/.well-known/genid/e820a36c57dd49a907b45b817dd6f703,http://www.wikidata.org/.well-known/genid/e820a36c57dd49a907b45b817dd6f703,,
http://www.wikidata.org/entity/Q2075149,Peter Gertner,German painter,
http://www.wikidata.org/entity/Q2939161,Carlo Bonavia,Italian painter,http://commons.wikimedia.org/wiki/Special:FilePath/Carlo%20Bonavia%27s%20oil%20painting%20%27Storm%20off%20Rocky%20Coast%27.jpg
http://www.wikidata.org/entity/Q1361950,Pietro Rotari,Italian painter of Baroque period (1707–1762),http://commons.wikimedia.org/wiki/Special:FilePath/Pietro%20Antonio%20Rotari%20self-portrait.jpg
http://www.wikidata.org/.well-known/genid/8ce88c7dc982196e5a56eb84a923c057,http://www.wikidata.org/.well-known/genid/8ce88c7dc982196e5a56eb84a923c057,,
http://www.wikidata.org/entity/Q1692686,Johann Bernhard Klombeck,Dutch-German artist from Kleve (1815-1893),
http://www.wikidata.org/.well-known/genid/34acf9f43ca826fdb40128e0ad923177,http://www.wikidata.org/.well-known/genid/34acf9f43ca826fdb40128e0ad923177,,
http://www.wikidata.org/entity/Q204874,Master of Frankfurt,Flemish Renaissance painter (1460-1533),http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20the%20artist%20and%20his%20wife%2C%20by%20Master%20of%20Frankfurt.jpg
http://www.wikidata.org/entity/Q3127027,Hans Wertinger,painter from Germany (1465-1533),
http://www.wikidata.org/entity/Q672255,Jan Provoost,painter from the Southern Netherlands (1465–1529),
http://www.wikidata.org/entity/Q698115,Bartholomaeus Bruyn the Elder,German Renaissance painter (1493–1555),
http://www.wikidata.org/entity/Q514074,Jan Wijnants,Dutch painter (1632–1684),
http://www.wikidata.org/.well-known/genid/1e2353d3fa67aeb86fdc2767fd85db0a,http://www.wikidata.org/.well-known/genid/1e2353d3fa67aeb86fdc2767fd85db0a,,
http://www.wikidata.org/entity/Q371619,Rueland Frueauf the Younger,artist (c.1470-1545),
http://www.wikidata.org/entity/Q1918409,Master of the Mansi Magdalen,Early Netherlandish painter (1490-1530),http://commons.wikimedia.org/wiki/Special:FilePath/Master%20of%20the%20Mansi%20Magdalen%20-%20Mary%20Magdalen.jpg
http://www.wikidata.org/.well-known/genid/917d098bad45d4b9320c8f8f89b1bd2f,http://www.wikidata.org/.well-known/genid/917d098bad45d4b9320c8f8f89b1bd2f,,
http://www.wikidata.org/entity/Q21552894,Huybrecht Beuckeleer,Flemish painter,http://commons.wikimedia.org/wiki/Special:FilePath/Huybrecht%20Beuckeleer%20-%20De%20Verloren%20Zoon.jpg
http://www.wikidata.org/entity/Q1258585,Alvise Vivarini,Venetian painter (15. century),http://commons.wikimedia.org/wiki/Special:FilePath/Alvise%20Vivarini%2C%20Cristo%20risorto%2C%201497-98.jpg
http://www.wikidata.org/entity/Q2473391,Jan de Stomme,Dutch Golden Age painter (1615-1658),http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20de%20Stomme%20-%20Self-portrait.jpg
http://www.wikidata.org/entity/Q474934,Cornelis de Vos,Flemish painter,http://commons.wikimedia.org/wiki/Special:FilePath/Van%20Dyck%20and%20Lucas%20Vorsterman%20I%20-%20Portrait%20of%20Cornelis%20de%20Vos.jpeg
http://www.wikidata.org/entity/Q17325127,Master of the Battle of Anghiari,"Italian artist, active 15th century",
http://www.wikidata.org/.well-known/genid/d1eabdd5c309106216da3e512a3f0061,http://www.wikidata.org/.well-known/genid/d1eabdd5c309106216da3e512a3f0061,,
http://www.wikidata.org/entity/Q2149283,Dirk Stoop,painter from the Northern Netherlands (1610-1686),
http://www.wikidata.org/.well-known/genid/003ff374a4374f8d35338924af911de4,http://www.wikidata.org/.well-known/genid/003ff374a4374f8d35338924af911de4,,
http://www.wikidata.org/.well-known/genid/14689953a3c8a89d7157fcbd0dd61144,http://www.wikidata.org/.well-known/genid/14689953a3c8a89d7157fcbd0dd61144,,
http://www.wikidata.org/entity/Q468772,Anne Vallayer-Coster,French painter (1744–1818),http://commons.wikimedia.org/wiki/Special:FilePath/The%20artist%20Anne%20Vallayer-Coster.jpg
http://www.wikidata.org/entity/Q2345697,Willem Cornelisz Duyster,Dutch painter (1599–1635),
http://www.wikidata.org/.well-known/genid/a3ed45ec6d73ffe68160b1b608ce5e7b,http://www.wikidata.org/.well-known/genid/a3ed45ec6d73ffe68160b1b608ce5e7b,,
http://www.wikidata.org/.well-known/genid/3f405aa0c6a4970d4d50b15c1ee729c0,http://www.wikidata.org/.well-known/genid/3f405aa0c6a4970d4d50b15c1ee729c0,,
http://www.wikidata.org/.well-known/genid/cb42e0e06429a9c477dd2921a8101737,http://www.wikidata.org/.well-known/genid/cb42e0e06429a9c477dd2921a8101737,,
http://www.wikidata.org/entity/Q1375898,Jan Weissenbruch,Dutch painter (1822-1880),http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Weissenbruch%20by%20Frederik%20Hendrik%20Weissenbruch%20-%20Rijksmuseum%20RP-P-1889-A-14501A.jpg
http://www.wikidata.org/entity/Q1357686,Ugolino di Nerio,Italian painter (1280-1330),
http://www.wikidata.org/entity/Q1344948,Salomon Koninck,Dutch painter (1609-1656),http://commons.wikimedia.org/wiki/Special:FilePath/Goudweger%20%28Salomon%20Koninck%29%201654.jpg
http://www.wikidata.org/entity/Q7192842,Pieter Wouwerman,painter from the Northern Netherlands (1623-1682),http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Wouwerman%20-%20Gezicht%20op%20de%20Paardenmarkt%20te%20Delft.jpg
http://www.wikidata.org/.well-known/genid/502f061050d41bfde4c8a49cd3802cfe,http://www.wikidata.org/.well-known/genid/502f061050d41bfde4c8a49cd3802cfe,,
http://www.wikidata.org/entity/Q568760,Master of Messkirch,German painter (1500-1543),
http://www.wikidata.org/.well-known/genid/e2018f5ce2bc72fd53419937865ccfd7,http://www.wikidata.org/.well-known/genid/e2018f5ce2bc72fd53419937865ccfd7,,
http://www.wikidata.org/entity/Q46998190,Pietro Nelli,Italian painter (fl. 1375),
http://www.wikidata.org/.well-known/genid/daa1a002029d6331dcfde1999884aa95,http://www.wikidata.org/.well-known/genid/daa1a002029d6331dcfde1999884aa95,,
http://www.wikidata.org/entity/Q677006,Herri met de Bles,painter (1480-1555),http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Met%20de%20Bles%20par%20Jan%20Wierix%201572.jpg
http://www.wikidata.org/entity/Q2309545,Michele Tosini,Italian painter (1503-1577),
http://www.wikidata.org/entity/Q1990838,Ludolf de Jongh,Dutch painter (1616-1679),http://commons.wikimedia.org/wiki/Special:FilePath/A%20Canal%20Boat%20Station%20P5188.jpg
http://www.wikidata.org/.well-known/genid/fb60f76c6945c55c1ad6b89d8062e190,http://www.wikidata.org/.well-known/genid/fb60f76c6945c55c1ad6b89d8062e190,,
http://www.wikidata.org/entity/Q296265,Filippino Lippi,Italian painter (1457–1504),http://commons.wikimedia.org/wiki/Special:FilePath/Filippino%20Lippi%20007.jpg
http://www.wikidata.org/entity/Q18603401,Guillaume Anne van der Brugghen,,http://commons.wikimedia.org/wiki/Special:FilePath/Guillaume%20Anne%20van%20der%20Brugghen%20%281812-91%29.%20Schilder%20Rijksmuseum%20SK-A-3481.jpeg
http://www.wikidata.org/entity/Q4860438,Barend Graat,Dutch painter (1628-1709),http://commons.wikimedia.org/wiki/Special:FilePath/Barent%20Graat-engraving%20by%20Mattys%20Pool%20after%20selfportrait.png
http://www.wikidata.org/entity/Q2723390,Jacopo del Casentino,Italian early renaissance painter (1297-1358),http://commons.wikimedia.org/wiki/Special:FilePath/Vite%20de%20pi%C3%B9%20eccellenti%20pittori%20scultori%20ed%20architetti%20%281767%29%20%2814761312106%29.jpg
http://www.wikidata.org/entity/Q539036,Allaert van Everdingen,Dutch painter (1621-1675),http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Allaert%20van%20Everdingen.jpg
http://www.wikidata.org/.well-known/genid/09de0aa74d4345e80f7a9851abc59248,http://www.wikidata.org/.well-known/genid/09de0aa74d4345e80f7a9851abc59248,,
http://www.wikidata.org/entity/Q317482,Carl Schuch,Austrian artist (1846-1903),http://commons.wikimedia.org/wiki/Special:FilePath/Wilhelm%20Leibl%20-%20Portr%C3%A4t%20des%20Malers%20Carl%20Schuch%20%281876%29.jpg
http://www.wikidata.org/entity/Q741375,Gaspard Dughet,French painter (1613-1675),
http://www.wikidata.org/.well-known/genid/46779cb6d32c95413b3dd19f578830dc,http://www.wikidata.org/.well-known/genid/46779cb6d32c95413b3dd19f578830dc,,
http://www.wikidata.org/.well-known/genid/126cd4ba88e45676794708f1752efee4,http://www.wikidata.org/.well-known/genid/126cd4ba88e45676794708f1752efee4,,
http://www.wikidata.org/.well-known/genid/eea08d55fb185b413c4b64136dbee69f,http://www.wikidata.org/.well-known/genid/eea08d55fb185b413c4b64136dbee69f,,
http://www.wikidata.org/entity/Q155376,Lorenzo Monaco,Italian painter (c. 1370 – c. 1425),http://commons.wikimedia.org/wiki/Special:FilePath/Vite%20de%20pi%C3%B9%20eccellenti%20pittori%20scultori%20ed%20architetti%20%281767%29%20%2814597647649%29.jpg
http://www.wikidata.org/entity/Q28465157,'the other' Jan van Kessel,Flemish still life painter active in the Northern Netherlands (ca. 1620 - ca. 1661),
http://www.wikidata.org/entity/Q3104314,Gerrit Lundens,Dutch painter (1622-1686),http://commons.wikimedia.org/wiki/Special:FilePath/Lundens%20-%20Nachtwache-Kopie.jpg
http://www.wikidata.org/entity/Q3271490,Léonard Defrance,Walloon painter (1735-1805),http://commons.wikimedia.org/wiki/Special:FilePath/L%C3%A9onard%20Defrance%2C%20Autoportrait%20au%20chevalet%20%281791%29%2C%20Grand%20Curtius%2C%20Li%C3%A8ge2.jpg
http://www.wikidata.org/entity/Q584084,School of Fontainebleau,art movement by artists active at Fontainebleau 1530s-1610,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois%20Clouet%20-%20Diane%20de%20Poitiers%20-%20WGA5071.jpg
http://www.wikidata.org/entity/Q516121,Hans von Marées,German artist (1837–1887),http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20von%20Mar%C3%A9es%2C%20Selbstbildnis%20um%201860.jpg
http://www.wikidata.org/.well-known/genid/870b76e685d53052c9396bea5b59a245,http://www.wikidata.org/.well-known/genid/870b76e685d53052c9396bea5b59a245,,
http://www.wikidata.org/entity/Q585323,Franz von Lenbach,German painter (1836–1904),http://commons.wikimedia.org/wiki/Special:FilePath/Lenbach%20selbstportrait%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q159297,John Constable,English painter (1776-1837),http://commons.wikimedia.org/wiki/Special:FilePath/John%20Constable%20by%20Daniel%20Gardner%2C%201796.JPG
http://www.wikidata.org/entity/Q1108307,Colijn de Coter,Flemish painter (1450–1522),http://commons.wikimedia.org/wiki/Special:FilePath/Coter%20Pruszcz%20Polyptych.jpg
http://www.wikidata.org/entity/Q68631,Rogier van der Weyden,early Netherlandish painter (c. 1399–1464),http://commons.wikimedia.org/wiki/Special:FilePath/Rogier%20Lamp.jpg
http://www.wikidata.org/entity/Q790148,Miklós Barabás,Hungarian artist (c.1810-1898),http://commons.wikimedia.org/wiki/Special:FilePath/Barab%C3%A1s%20%C3%96narck%C3%A9p%201841.jpg
http://www.wikidata.org/.well-known/genid/61c70eeb65ed4639b5c01e97f6b5f18f,http://www.wikidata.org/.well-known/genid/61c70eeb65ed4639b5c01e97f6b5f18f,,
http://www.wikidata.org/.well-known/genid/452458ebc299cc7a045eccbc123fb0ad,http://www.wikidata.org/.well-known/genid/452458ebc299cc7a045eccbc123fb0ad,,
http://www.wikidata.org/.well-known/genid/64a64958ffd9767537939427a122c78f,http://www.wikidata.org/.well-known/genid/64a64958ffd9767537939427a122c78f,,
http://www.wikidata.org/entity/Q7824,Annibale Carracci,Bolognese painter (1560–1609),http://commons.wikimedia.org/wiki/Special:FilePath/Annibale%20Carracci%20-%20Self-portrait.jpg
http://www.wikidata.org/entity/Q1918346,Master of the Crispin Legend,,
http://www.wikidata.org/entity/Q372203,Michael Sittow,painter who worked in Tallinn (1459-1525),
http://www.wikidata.org/.well-known/genid/d1642806d75e69065f22ccaad322d715,http://www.wikidata.org/.well-known/genid/d1642806d75e69065f22ccaad322d715,,
http://www.wikidata.org/entity/Q3430009,Cornelis Mahu,Flemish painter (1613-1689),http://commons.wikimedia.org/wiki/Special:FilePath/Cornelis%20Mahu%20-%20Still%20Life%20with%20Game%20Birds.jpg
http://www.wikidata.org/entity/Q123071,Arnold Böcklin,"Swiss painter, draftsman, graphic artist and sculptor (1827–1901)",http://commons.wikimedia.org/wiki/Special:FilePath/Arnold%20B%C3%B6cklin%20%281827%20-%201901%29%2C%20Selbstportrait%20%281873%29.jpg
http://www.wikidata.org/entity/Q928703,Master of Vyšší Brod,Bohemian painter,http://commons.wikimedia.org/wiki/Special:FilePath/Petr%20z%20Ro%C5%BEmberka.jpg
http://www.wikidata.org/entity/Q18620776,Elk Eber,German painter (1892-1941),
http://www.wikidata.org/.well-known/genid/766d0a172af2c5eb44dcd009cd37bf04,http://www.wikidata.org/.well-known/genid/766d0a172af2c5eb44dcd009cd37bf04,,
http://www.wikidata.org/entity/Q940505,Johann Koerbecke,German painter (c. 1410-1491),
http://www.wikidata.org/entity/Q433804,Pieter Jansz. Saenredam,painter of the Dutch Golden Age (1597-1665),http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Saenredam%20by%20Jacob%20van%20Campen.jpg
http://www.wikidata.org/entity/Q357807,Lorenzo Costa,Italian painter (1460–1535),http://commons.wikimedia.org/wiki/Special:FilePath/064%20le%20vite%2C%20lorenzo%20costa.jpg
http://www.wikidata.org/entity/Q527869,Jan van Huysum,Dutch painter and draughtsman (1682–1749),http://commons.wikimedia.org/wiki/Special:FilePath/Portret%20van%20Jan%20van%20Huysum%20Rijksmuseum%20SK-A-5008.jpeg
http://www.wikidata.org/entity/Q9348,Parmigianino,Italian Mannerist painter and printmaker (1503–1540),http://commons.wikimedia.org/wiki/Special:FilePath/Parmigianino%20Selfportrait.jpg
http://www.wikidata.org/entity/Q355213,Gabriel Metsu,Dutch painter (1629-1667),http://commons.wikimedia.org/wiki/Special:FilePath/Metsu%2C%20Gabriel%20-%20himself%20in%20the%20painting%20Liebespaar%20beim%20Fr%C3%BChst%C3%BCck%20-%201661.jpg
http://www.wikidata.org/entity/Q523889,Franz Adam,German painter (1815-1886),http://commons.wikimedia.org/wiki/Special:FilePath/Franz%20Adam%20-%20Pferdemaler.jpg
http://www.wikidata.org/entity/Q1393359,Mateo Cerezo,Spanish artist (1637-1666),
http://www.wikidata.org/.well-known/genid/36c834c4e4382e80f4eac60f36092bae,http://www.wikidata.org/.well-known/genid/36c834c4e4382e80f4eac60f36092bae,,
http://www.wikidata.org/entity/Q653163,Christoph Amberger,German painter (c. 1505–1562),http://commons.wikimedia.org/wiki/Special:FilePath/Christoph%20Amberger%20Teutsche%20Academie.jpg
